Location Name,"Street Address (Required, street name and number)",City (Required),"State (Required, NN format)",Zip Code (Required),"Latitude (Optional, nnn.nnnnnn)","Longitude (Optional, nnn.nnnnnn)",Location Type (Optional),Location Group (Optional)
Firelands Regional Medical Center School of Nursing,1912 Hayes Ave,Sandusky,OH,44870-4788,41.43719,-82.71189,,Distant Town
Ohio Business College-Sandusky,5202 Timber Commons Drive,Sandusky,OH,44870-5871,41.415212,-82.667389,,Distant Town
Heidelberg University,310 E Market St,Tiffin,OH,44883-2462,41.114833,-83.168387,,Distant Town
North Central State College,2441 Kenwood Circle,Mansfield,OH,44901-0698,40.798777,-82.581582,,Rural Fringe
Apex Academy Hair Skin Nails School of Cosmetology,1788 West Fourth Street,Ontario,OH,44906-1793,40.771672,-82.577702,,Small Suburb
Warren County Career Center,3525 North State Route 48,Lebanon,OH,45036-1099,39.488772,-84.202969,,Rural Fringe
Chatfield College,20918 State Route 251,Saint Martin,OH,45118-9705,39.210369,-83.887153,,Rural Distant
Southern State Community College,100 Hobart Drive,Hillsboro,OH,45133-9406,39.236924,-83.614085,,Distant Town
Art Academy of Cincinnati,1212 Jackson Street,Cincinnati,OH,45202-1706,39.108805,-84.513913,,Large City
Gods Bible School and College,1810 Young Street,Cincinnati,OH,45202-6838,39.1153,-84.505703,,Large City
Union Institute & University,440 E McMillan St,Cincinnati,OH,45206-1925,39.126921,-84.500166,,Large City
Xavier University,3800 Victory Parkway,Cincinnati,OH,45207-1092,39.149547,-84.47465,,Large City
The Christ College of Nursing and Health Sciences,2139 Auburn Avenue,Cincinnati,OH,45219-2989,39.121821,-84.509564,,Large City
Good Samaritan College of Nursing and Health Science,375 Dixmyth Ave,Cincinnati,OH,45220-2489,39.140348,-84.521196,,Large City
University of Cincinnati-Main Campus,2624 Clifton Avenue,Cincinnati,OH,45221-0063,39.131159,-84.51428,,Large City
Cincinnati State Technical and Community College,3520 Central Parkway,Cincinnati,OH,45223-2690,39.149915,-84.536936,,Large City
Cincinnati College of Mortuary Science,645 W North Bend Rd,Cincinnati,OH,45224-1462,39.206578,-84.505604,,Large Suburb
Athenaeum of Ohio,6616 Beechmont Ave,Cincinnati,OH,45230-2091,39.082926,-84.371927,,Large City
Mount Saint Joseph University,5701 Delhi Rd,Cincinnati,OH,45233-1670,39.095893,-84.639453,,Large Suburb
University of Cincinnati-Blue Ash College,9555 Plainfield Rd,Blue Ash,OH,45236-1096,39.234333,-84.399956,,Large Suburb
Elite Welding Academy LLC,9740 Near Drive,Cincinnati,OH,45246-1013,39.313738,-84.468434,,Large Suburb
Cedarville University,251 N. Main Street,Cedarville,OH,45314-0601,39.749237,-83.814692,,Fringe Town
Edison State Community College,1973 Edison Dr,Piqua,OH,45356-9239,40.157699,-84.212385,,Rural Fringe
Hobart Institute of Welding Technology,400 Trade Square East,Troy,OH,45373-2400,40.053024,-84.219809,,Large Suburb
Wilberforce University,1055 N Bickett Rd,Wilberforce,OH,45384-1001,39.707291,-83.880595,,Rural Fringe
Central State University,1400 Brush Row Rd,Wilberforce,OH,45384-1004,39.715787,-83.880186,,Rural Fringe
Greene County Vocational School District,532 Innovation Drive,Xenia,OH,45385-9545,39.65839,-83.9321,,Rural Fringe
Sinclair Community College,444 W. Third St.,Dayton,OH,45402-1460,39.757598,-84.200628,,Midsize City
Ohio Institute of Allied Health,6245 Old Troy Pike,Huber Heights,OH,45424-3646,39.84549,-84.14076,,Large Suburb
United Theological Seminary,4501 Denlinger Rd.,Dayton,OH,45426-2308,39.813423,-84.276913,,Large Suburb
Kettering College,3737 Southern Blvd,Kettering,OH,45429-1299,39.695052,-84.192006,,Small City
Air Force Institute of Technology-Graduate School of Engineering & Management,2950 Hobson Way,Wright-Patterson AFB,OH,45433-7765,39.782221,-84.082618,,Large Suburb
Wright State University-Main Campus,3640 Colonel Glenn Highway,Dayton,OH,45435-0001,39.780634,-84.064881,,Large Suburb
Fortis College-Centerville,555 E Alex Bell Rd,Centerville,OH,45459-2712,39.644364,-84.146046,,Large Suburb
Clark State Community College,570 E Leffel Ln,Springfield,OH,45501-0570,39.896411,-83.799788,,Small City
Ohio University-Chillicothe Campus,101 University Drive,Chillicothe,OH,45601-0629,39.329404,-83.002175,,Distant Town
Pickaway Ross Joint Vocational School District,1410 Industrial Drive,Chillicothe,OH,45601-1038,39.362601,-83.0027,,Distant Town
O C Collins Career Center,11627 State Rte 243,Chesapeake,OH,45619-0000,38.491898,-82.473516,,Rural Fringe
Scioto County Career Technical Center,951 Vern Riffe Drive,Lucasville,OH,45648-0766,38.854707,-82.979481,,Rural Fringe
Paramount Beauty Academy,1745 11th St,Portsmouth,OH,45662-4527,38.739039,-82.979351,,Fringe Town
Buckeye Hills Career Center,351 Buckeye Hills Road,Rio Grande,OH,45674-0157,38.892181,-82.388043,,Rural Distant
Elite Welding Academy,1910 County Road One,South Point,OH,45680-8849,38.447233,-82.594354,,Midsize Suburb
Ohio University-Main Campus,020 Chubb Hall,Athens,OH,45701-2979,39.326798,-82.100985,,Distant Town
Apollo Career Center,3325 Shawnee Rd,Lima,OH,45806-1497,40.692999,-84.149151,,Small Suburb
Ohio Northern University,525 S. Main St,Ada,OH,45810-1599,40.7662,-83.827441,,Fringe Town
Bluffton University,1 University Drive,Bluffton,OH,45817-2104,40.895606,-83.899439,,Distant Town
Wright State University-Lake Campus,7600 Lake Campus Drive,Celina,OH,45822-2952,40.546074,-84.509194,,Rural Fringe
The University of Findlay,1000 North Main Street,Findlay,OH,45840-3653,41.053344,-83.652313,,Distant Town
Alexandria School of Scientific Therapeutics,809 S Harrison St,Alexandria,IN,46001-0287,40.255608,-85.674016,,Small Suburb
Anderson University,1100 E 5th St,Anderson,IN,46012-3495,40.112768,-85.664315,,Small City
Union Bible College,434 S. Union Street,Westfield,IN,46074-0900,40.038757,-86.126025,,Large Suburb
Franklin College,101 Branigin Blvd,Franklin,IN,46131-2623,39.478298,-86.047182,,Large Suburb
DePauw University,313 S Locust St,Greencastle,IN,46135-1772,39.640904,-86.860363,,Distant Town
Indiana University-Purdue University-Indianapolis,420 University Blvd,Indianapolis,IN,46202-5143,39.772948,-86.172217,,Large City
Christian Theological Seminary,1000 W 42nd St,Indianapolis,IN,46208-3301,39.832673,-86.178551,,Large City
Ivy Tech Community College,50 W. Fall Creek Parkway N. Drive,Indianapolis,IN,46208-5752,39.803753,-86.158213,,Large City
Martin University,2186 North Sherman Drive,Indianapolis,IN,46218-0567,39.798144,-86.103953,,Large City
Marian University,3200 Cold Spring Rd,Indianapolis,IN,46222-1997,39.813233,-86.202643,,Large City
Kenny's Academy of Barbering,2150 Lafayette Road,Indianapolis,IN,46222-2327,39.79644,-86.207551,,Large City
University of Indianapolis,1400 E Hanna Ave,Indianapolis,IN,46227-3697,39.709571,-86.133969,,Large City
Paul Mitchell the School-Indianapolis,8751 US 31 Highway South,Indianapolis,IN,46227-6252,39.640007,-86.127361,,Large City
Horizon University,7700 Indian Lake Road,Indianapolis,IN,46236-2622,39.894654,-85.986809,,Large Suburb
Empire Beauty School-Indianapolis,3810 E Southport Rd.,Indianapolis,IN,46237-3249,39.666467,-86.100614,,Large City
Purdue University Global,"9000 Keystone Crossing, Suite 800",Indianapolis,IN,46240-0000,39.91844,-86.109501,,Large City
International Business College-Indianapolis,7205 Shadeland Station,Indianapolis,IN,46256-3954,39.885628,-86.041648,,Large City
National American University-Indianapolis,"3600 Woodview Trace, Suite 200",Indianapolis,IN,46268-3167,39.92198,-86.222601,,Large City
Textures Institute of Cosmetology,8325 North Michigan Road,Indianapolis,IN,46268-3635,39.906649,-86.218117,,Large City
Lil Lou's Beauty and Barber College-Hammond,5625 Hohman Avenue,Hammond,IN,46320-1954,41.611381,-87.521717,,Large Suburb
Indiana University-Northwest,3400 Broadway,Gary,IN,46408-1197,41.557324,-87.337249,,Small City
Lil Lou's Beauty and Barber College,4853  Broadway Street,Gary,IN,46409-2404,41.53025,-87.335811,,Small City
Paul Mitchell the School-Merrillville,7990 Broadway,Merrillville,IN,46410-5540,41.47368,-87.336518,,Large Suburb
Ancilla College,9601 S. Union Road,Donaldson,IN,46513-0001,41.337958,-86.445263,,Rural Distant
Anabaptist Mennonite Biblical Seminary,3003 Benham Ave,Elkhart,IN,46517-1999,41.656013,-85.972165,,Small City
Goshen College,1700 S Main St,Goshen,IN,46526-4794,41.563582,-85.827795,,Small City
Bethel University,1001 Bethel Circle,Mishawaka,IN,46545-5591,41.678399,-86.194686,,Small City
Holy Cross College,54515 State Road 933 North,Notre Dame,IN,46556-0308,41.698996,-86.253822,,Large Suburb
Grace College and Theological Seminary,200 Seminary Dr,Winona Lake,IN,46590-1274,41.22595,-85.814228,,Distant Town
John Patrick University of Health and Applied Sciences,"100 East Wayne Street, Suite 140",South Bend,IN,46601-2352,41.67338,-86.24973,,Midsize City
Indiana University-South Bend,1700 Mishawaka Ave,South Bend,IN,46615-7111,41.665324,-86.221991,,Midsize City
Trine University,1 University Ave,Angola,IN,46703-1764,41.632502,-85.008009,,Distant Town
Indiana Institute of Technology,1600 E Washington Blvd,Fort Wayne,IN,46803-1228,41.078365,-85.116479,,Large City
International Business College-Fort Wayne,5699 Coventry Lane,Fort Wayne,IN,46804-7145,41.035006,-85.257786,,Large City
Purdue University Fort Wayne,2101 E Coliseum Blvd,Fort Wayne,IN,46805-1499,41.117278,-85.108962,,Large City
University of Saint Francis-Fort Wayne,2701 Spring St,Fort Wayne,IN,46808-3994,41.087205,-85.177246,,Large City
Concordia Theological Seminary,6600 N Clinton St,Fort Wayne,IN,46825-4996,41.139321,-85.10994,,Large City
Rudae's School of Beauty Culture-Ft Wayne,5317 Coldwater Rd Coldwater Crossing,Fort Wayne,IN,46825-5444,41.128125,-85.139946,,Large City
Summit Salon Academy-Kokomo,1012 S Reed Rd,Kokomo,IN,46901-6248,40.474971,-86.106111,,Small City
Ross Medical Education Center-Kokomo,196 East Southway Boulevard,Kokomo,IN,46902-3650,40.444807,-86.129996,,Small City
Indiana University-Kokomo,2300 S Washington St,Kokomo,IN,46902-9003,40.460062,-86.132048,,Small City
Indiana Wesleyan University-Marion,4201 South Washington Street,Marion,IN,46953-4974,40.517937,-85.667503,,Distant Town
Taylor University,236 W Reade Ave,Upland,IN,46989-1001,40.456246,-85.497034,,Distant Town
Caris College,"2780 Jefferson Centre Way, Suite 103",Jeffersonville,IN,47130-8293,38.326417,-85.710165,,Large Suburb
Ross Medical Education Center-Muncie,411 W. Riggin Road,Muncie,IN,47303-6413,40.23238,-85.390811,,Small City
Indiana University-East,2325 Chester Blvd,Richmond,IN,47374-1289,39.868707,-84.881923,,Rural Fringe
Bethany Theological Seminary,615 National Rd W,Richmond,IN,47374-4019,39.826244,-84.910689,,Distant Town
Earlham College,801 National Rd West,Richmond,IN,47374-4095,39.823431,-84.915037,,Distant Town
Indiana University-Bloomington,107 South Indiana Ave.,Bloomington,IN,47405-7000,39.16609,-86.526559,,Small City
Oakland City University,138 N Lucretia St,Oakland City,IN,47660-1099,38.340891,-87.35144,,Distant Town
Ross Medical Education Center-Evansville,227 N. Green River Road,Evansville,IN,47715-2405,37.978574,-87.490569,,Midsize City
Rose-Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,IN,47803-3920,39.483602,-87.326749,,Small City
Saint Mary-of-the-Woods College,1 St Mary of Woods Coll,Saint Mary of the Woods,IN,47876-1099,39.508546,-87.463791,,Rural Fringe
Saint Elizabeth School of Nursing,1501 Hartford Street,Lafayette,IN,47904-9988,40.427401,-86.88083,,Small City
Christina and Company Education Center,220 Meijer Drive,Lafayette,IN,47905-4633,40.414052,-86.815349,,Small City
Ross Medical Education Center-Lafayette,2621 Maple Point Drive,Lafayette,IN,47905-5159,40.38849,-86.845131,,Small City
Purdue University-Main Campus,Hovde Hall of Administration,West Lafayette,IN,47907-2040,40.428206,-86.914435,,Small City
Wabash College,301 West Wabash Avenue,Crawfordsville,IN,47933-0352,40.037588,-86.906,,Distant Town
Baker College of Clinton Township,34950 Little Mack Ave,Clinton Township,MI,48035-9600,42.553221,-82.909474,,Large Suburb
St Clair County Community College,323 Erie Street,Port Huron,MI,48061-5015,42.979494,-82.428717,,Small Suburb
David Pressley School of Cosmetology,1127 S Washington St,Royal Oak,MI,48067-3219,42.479729,-83.146008,,Large Suburb
Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,48075-1058,42.474072,-83.25003,,Small City
Abcott Institute,"16250 Northland Drive, Suite 205",Southfield,MI,48075-5227,42.446331,-83.210617,,Small City
Walsh College,3838 Livernois,Troy,MI,48083-5066,42.573888,-83.147197,,Small City
Macomb Community College,14500 E Twelve Mile Rd,Warren,MI,48088-3896,42.50599,-82.972377,,Midsize City
Baker College of Allen Park,4500 Enterprise Dr,Allen Park,MI,48101-9600,42.274264,-83.203481,,Large Suburb
Washtenaw Community College,4800 E Huron River Dr,Ann Arbor,MI,48105-4800,42.26361,-83.66559,,Large Suburb
Ross Medical Education Center-Ann Arbor,4741 Washtenaw Ave,Ann Arbor,MI,48108-1411,42.25294,-83.666667,,Large Suburb
Brighton Institute of Cosmetology,10543 Citation Drive,Brighton,MI,48116-8360,42.521018,-83.743486,,Midsize Suburb
Princess Beauty School,"25861 Ford Road, Suite A",Dearborn Heights,MI,48127-2999,42.325986,-83.293187,,Large Suburb
University of Michigan-Dearborn,4901 Evergreen Rd,Dearborn,MI,48128-1491,42.317287,-83.231417,,Small City
Henry Ford College,5101 Evergreen Rd,Dearborn,MI,48128-1495,42.324639,-83.236056,,Small City
Madonna University,36600 Schoolcraft Rd,Livonia,MI,48150-1176,42.384323,-83.404722,,Small City
Schoolcraft College,18600 Haggerty Road,Livonia,MI,48152-2696,42.419279,-83.430958,,Small City
Monroe County Community College,1555 South Raisinville Road,Monroe,MI,48161-9746,41.91617,-83.470274,,Rural Fringe
Taylortown School of Beauty Inc,23125 Ecorse Rd,Taylor,MI,48180-1866,42.254745,-83.259322,,Small City
Dorsey School of Business-Woodhaven Campus,19810 West Road,Woodhaven,MI,48183-3319,42.138333,-83.222665,,Large Suburb
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,15070 Dix Toledo Road,Southgate,MI,48195-2615,42.198536,-83.214501,,Large Suburb
Ecumenical Theological Seminary,2930 Woodward Ave,Detroit,MI,48201-3035,42.344129,-83.055266,,Large City
The Michigan Barber School,8988-90 Grand River Avenue,Detroit,MI,48204-2244,42.365023,-83.128883,,Large City
Sacred Heart Major Seminary,2701 Chicago Blvd,Detroit,MI,48206-1799,42.375248,-83.111682,,Large City
Metro Detroit Barber College,7443 W. McNichols,Detroit,MI,48221-2650,42.416931,-83.145979,,Large City
University of Detroit Mercy,4001 W McNichols Rd,Detroit,MI,48221-3038,42.414222,-83.139158,,Large City
Oakland Community College,2480 Opdyke Rd,Bloomfield Hills,MI,48304-2266,42.595441,-83.244787,,Large Suburb
Oakland University,2200 North Squirrel Road,Rochester Hills,MI,48309-4401,42.674573,-83.216418,,Large Suburb
U.S. Truck Driver Training School,6500 15 Mile Road,Sterling Heights,MI,48312-4518,42.550239,-83.042997,,Large Suburb
Paul Mitchell The School-Farmington Hills,27590 Orchard Lake Road,Farmington Hills,MI,48334-1300,42.498205,-83.357682,,Small City
Michigan School of Psychology,26811 Orchard Lake Rd.,Farmington Hills,MI,48334-4512,42.491427,-83.359575,,Small City
University of Michigan-Flint,303 E. Kearsley Street,Flint,MI,48502-1950,43.01875,-83.690276,,Small City
Mott Community College,1401 E Court St,Flint,MI,48503-2089,43.019941,-83.67243,,Small City
Flint Institute of Barbering Inc,3214 Flushing Road,Flint,MI,48504-4395,43.027339,-83.73911,,Small City
Kettering University,1700 University Avenue,Flint,MI,48504-6214,43.012468,-83.71282,,Small City
Baker College of Flint,1050 West Bristol Road,Flint,MI,48507-5508,42.975177,-83.697246,,Large Suburb
Mid Michigan College,1375 S Clare Ave,Harrison,MI,48625-9447,43.969586,-84.763715,,Rural Fringe
Northwood University,4000 Whiting Dr,Midland,MI,48640-2398,43.628717,-84.27682,,Small City
Ross Medical Education Center-Midland,2600 N. Saginaw,Midland,MI,48640-2690,43.641877,-84.258017,,Small City
Career Quest Learning Center-Bay City Branch,3900 State Street Road Ste 200,Bay City,MI,48706-1234,43.626928,-83.896598,,Small Suburb
Bayshire Academy of Beauty Craft Inc,917 Saginaw St,Bay City,MI,48708-5614,43.599758,-83.88895,,Small City
Alma College,614 W Superior,Alma,MI,48801-1599,43.38004,-84.672053,,Distant Town
Protege Academy,4960 Northwind Dr.,East Lansing,MI,48823-8660,42.724862,-84.452903,,Large Suburb
Michigan State University,M,East Lansing,MI,48824-1046,42.73212,-84.476111,,Small City
Michigan State University-College of Law,"648 N. Shaw Lane, Room 368",East Lansing,MI,48824-1300,42.725733,-84.47352,,Small City
Calvin University - Handlon Campus,1728 W. Bluewater Highway,Ionia,MI,48846-9571,42.982404,-85.105563,,Distant Town
Protege Academy,4884 E Pickard St,Mt. Pleasant,MI,48858-2058,43.61137,-84.751095,,Distant Town
Career Quest Learning Center-Mt. Pleasant,2116 South Mission Street,Mount Pleasant,MI,48858-4427,43.580687,-84.768341,,Distant Town
Montcalm Community College,2800 College Dr.,Sidney,MI,48885-9723,43.253191,-85.100181,,Rural Distant
Great Lakes Christian College,6211 W Willow Hwy,Lansing,MI,48917-1299,42.754249,-84.638714,,Large Suburb
